Titulo;Anio;Sinopsis;Link_Imagen;Generos;Puntuacion_IMDb;Temporadas;Capitulos
666 Park Avenue;2012 - 2013;En la siniestra dirección del 666 Park Avenue, cualquier cosa que desees puede ser tuya. Todo el mundo tiene necesidades, deseos, todo el mundo tiene ambiciones. Para los residentes del The Drake todas esas cosas se cumplen por cortesía del misterioso dueño del edificio, Gavin Doran (Terry O'Quinn). Pero como le pasó a Fausto, cada contrato tiene un precio. Cuando a Jane Van Veen (Rachael Taylor) y Henry Martin (Dave Annable), una joven e idealista pareja del medio-oeste, se les presenta la oportunidad de administrar el histórico edificio, no sólo caerán ante las maquinaciones de Doran y su misteriosa mujer, Olivia (Vanessa Williams) sino que además empezarán a experimentar los oscuros y sobrenaturales poderes que aprisionan y ponen en peligro las vidas de sus residentes. Sensual, seductor y atractivo, The Drake mantiene una oscura aura alrededor de todos sus habitantes, tentando a sus ambiciones y deseos en este nuevo y escalofriante drama en el que se librará una épica lucha entre el bien y el mal.   Desarrollado por los productores de 'Crónicas vampíricas', 'El círculo secreto' y 'Gossip Girl', '666 Park Avenue' es una adaptación de las novelas de Gabriella Pierce por David Wilcox, el cual ya firmó varios episodios de 'Fringe'.;https://image.tmdb.org/t/p/original/eNx3lTxGPvkk7guX8QxV9bGovwJ.jpg;Ciencia ficción, Drama, Misterio, Terror;6.1;1;13
7 vidas;1999 - 2006;"Comedia de situación que narra las andanzas personales, profesionales y familiares de un variopinto grupo de personas que se reúnen en el bar ""Kasi ke no"". Se estrenó en enero de 1999, con un corto elenco de actores: Amparo Baró (Sole), Javier Cámara (Paco), Toni Cantó (David), Blanca Portillo (Carlota) y Paz Vega (Laura). El hilo argumental de los primeros capítulos era la milagrosa recuperación del personaje de Cantó tras 18 años en coma y su integración en una sociedad que desconocía por completo. Tras la marcha de los personajes originales, cada episodio pasó a narrar una trama independiente.";https://image.tmdb.org/t/p/original/sYNk7nES9qUIXXICXILo3MOU4qt.jpg;Comedia;6.0;15;208
09/01/2001;2018 - 2026;Drama basado en hechos reales que explora la ajetreada profesión y vida del personal que opera detrás de la línea de emergencia 911. A través de ella, policías, paramédicos y bomberos reciben llamadas de urgencias diarias por las que rápidamente deben acudir y poner en riesgo su vida para salvar la de otros.;https://image.tmdb.org/t/p/original/n3IbaTXhPsnP68I5wsoKe7vchgS.jpg;Drama, Crimen, Acción;8.218;9;142
9-1-1: Lone Star;2020 - 2025;Owen Strand, un sofisticado bombero de Nueva York se muda a Austin, Texas, con su hijo. En esta nueva vida tiene que encontrar el equilibrio entre salvar a los más vulnerables o resolver sus propios problemas personales.;https://image.tmdb.org/t/p/original/BOTITv548LYGB4xRD3rHfbwkqm.jpg;Drama, Acción, Crimen;8.034;5;72
El descubrimiento de las brujas;2018 - 2022;Diana Bishop es una académica brillante que huye de su condición de bruja, pero que tras descubrir un antiguo manuscrito de alquimia en la Biblioteca Bodleian de Oxford se convierte en la protagonista de un peligroso misterio.  En el camino se encontrará con el enigmático genetista Matthew Clairmont quien también tiene un oscuro secreto familiar: es un vampiro.;https://image.tmdb.org/t/p/original/sDKIDRsscYQKk8YRrSbhKkT5o8C.jpg;Ciencia ficción, Drama, Terror;7.827;3;25
Asesinato para principiantes;2024 - 2026;Cinco años después del asesinato de una chica de diecisiete años en un tranquilo pueblo inglés, una estudiante se propone descubrir la verdad y encontrar al auténtico asesino.;https://image.tmdb.org/t/p/original/npwE7RnVecHMqzGN1LpQkxWFMGp.jpg;Drama, Crimen, Misterio;7.428;2;12
Asesinato en el fin del mundo;2023 - 2023;Darby Hart, una joven detective aficionada y hacker experta en tecnología, y otras ocho personas son invitados por un multimillonario solitario a participar en un retiro en un lugar remoto y deslumbrante. Cuando uno de los otros invitados es encontrado muerto, Darby intentará demostrar que en realidad fue un asesinato, todo ello contra una marea de intereses contrapuestos y antes de que el asesino vuelva a actuar.;https://image.tmdb.org/t/p/original/7r8ry34Yp6u6goespHnjRzMCOhy.jpg;Misterio, Drama, Crimen, Ciencia ficción;6.912;1;7
Una pequeña luz: protegiendo a Ana Frank;2023 - 2023;“Una pequeña luz: protegiendo a Ana Frank” narra la historia de Miep Gies, la secretaria de Otto Frank. Con la ayuda de la resistencia holandesa, Miep y su marido protegieron a los Frank y a muchos otros de los nazis durante la Segunda Guerra Mundial. Quizá conozca la historia de Ana Frank y su vida en la Casa de atrás. Esto es lo que ocurrió al otro lado de la estantería.;https://image.tmdb.org/t/p/original/yVIWpC4M1Ksmwlnu0yU9LUgGbG7.jpg;Drama, Bélica;7.928;1;8
Una Delgada Línea;2023 - 2023;;https://image.tmdb.org/t/p/original/8aWRzJClwsPieNrKMB11B8mmqHg.jpg;Drama, Crimen;5.9;1;6
Colegio Abbott;2021 - 2026;Un grupo de profesores llenos de vocación, con una directora sorda, en su día a día mientras intentan apañárselas con el sistema de educación pública de Filadelfia. Pese a todos los obstáculos que se les ponen por delante, no tiran la toalla a la hora de intentar que sus alumnos logren el éxito en la vida. Aunque a estos increíbles esclavos del sistema público les paguen poco y algunas cosas les vengan grandes, adoran su trabajo, por mucho que la predisposición del distrito escolar por mejorar la educación de los niños brille por su ausencia.;https://image.tmdb.org/t/p/original/4Wzg87NuYttqYqZKLbQMtQXKy6o.jpg;Comedia;7.469;5;92
Abstract: el arte del diseño;2017 - 2019;Adéntrate en las mentes de los diseñadores más innovadores que trabajan en una amplia gama de disciplinas y descubre cómo influye el diseño en nuestras vidas.;https://image.tmdb.org/t/p/original/mBpWUNGlB66cP6ght7NyT3jXmWN.jpg;Documental;7.731;2;14
Acapulco;2021 - 2025;En 1984, Máximo Gallardo cumple el sueño de su vida cuando empieza a trabajar en Las Colinas, el mejor resort de Acapulco. Pronto descubrirá que las cosas van a ser mucho más complicadas de lo que imaginaba.;https://image.tmdb.org/t/p/original/462Nyyeyl3E2aiyU1pCCHqxAgH1.jpg;Comedia, Drama;7.295;4;40
Accidente;2024 - 2025;Las consecuencias de una fiesta de cumpleaños que acaba en tragedia sacuden a una unida comunidad y destrozan familias, amistades y corazones.;https://image.tmdb.org/t/p/original/r20sAdxSkpLdpB4ubO9CnrVqDEw.jpg;Drama;7.299;2;16
Adolescencia;2025 - 2025;El mundo de una familia se pone patas arriba cuando Jamie Miller, de 13 años, es arrestado y acusado de asesinar a una compañera de clase. Los cargos contra su hijo les obliga a enfrentarse a la peor pesadilla de cualquier padre.;https://image.tmdb.org/t/p/original/cZdsqlIqhRbYNo8ttxb2ThC09Wa.jpg;Drama, Crimen;7.855;1;4
Agatha, ¿quién si no?;2024 - 2024;Agatha Harkness reúne un aquelarre de brujas y parte hacia la Senda de las Brujas.;https://image.tmdb.org/t/p/original/nbkbguUUNWQZygVJKjODyELBQk9.jpg;Ciencia ficción, Misterio, Terror;7.461;1;9
Agencia Lockwood;2023 - 2023;En Londres, los cazadores de fantasmas adolescentes más talentosos viajan todas las noches en un peligroso combate con espíritus mortales. Entre las muchas agencias corporativas con personal adulto, una pequeña empresa nueva está sola: Lockwood & Co., operada por dos adolescentes y una niña dotada psíquicamente que son un trío renegado sin motivos financieros, supervisión adulta y destinados a desentrañar un misterio que cambiará el curso de la historia.;https://image.tmdb.org/t/p/original/7hjTTn3tvOswHvWBQjpuJBENrvB.jpg;Ciencia ficción, Terror;7.576;1;8
AGEND4S;2022 - 2023;Primeros amores, besos, diversión con amigos... y peleas con rivales. En los pasillos de la escuela Galileo Galilei, ¡cada día está lleno de sorpresas!;https://image.tmdb.org/t/p/original/xKnjd3x8BWKb5hgai8zJ6DEhMym.jpg;Familia, Drama;7.393;2;29
Águila Roja;2009 - 2016;La serie está ambientada en España, alrededor del año 1660, durante el reinado de Felipe IV. Éste, según la ficción, había tenido a los dos protagonistas (Gonzalo de Montalvo y Hernán Mejías) como hijos de una mujer a la que sedujo, Laura de Montignac. Otra cosa que se representa en la historia es la vida del médico y noble Juan de Calatrava, duque de Velasco y Fonseca, Grande de España. Apenas se había descubierto la rotación de la Tierra y la circulación sanguínea, y la Ciencia ya era admitida por la Iglesia Católica. El lugar de ambientación es la Villa de Madrid. En 1656, la Villa de Madrid contaba con unos 125.000 habitantes, de los cuales los personajes que aparecen son unos de ellos.;https://image.tmdb.org/t/p/original/rZsVB0knyB21UwFBC6Bn2p7fqcw.jpg;Acción, Drama, Misterio;7.634;9;116
Aída;2005 - 2014;"Teleserie protagonizada por Carmen Machi en el papel de Aída que surgió como un spin-off (serie que nace de un personaje de otra serie) de la exitosa telecomedia recién terminada ""7 Vidas"", de la que Aída era un popular personaje. La serie comienza cuando Aída hereda la casa de su padre y se muda con sus hijos Lorena y Jonathan a vivir con su madre Eugenia, intentando sacar su familia adelante.";https://image.tmdb.org/t/p/original/poEaDSpLbpKeA2OI4n2X6K4udYd.jpg;Comedia, Drama;7.867;10;237
Aitana: Metamorfosis;2025 - 2025;En esta serie documental, Aitana comparte sus momentos más íntimos y reflexiona sobre su paso de adolescente normal a estrella del pop internacional.;https://image.tmdb.org/t/p/original/swbT7SbOqBqWeyUBW2CNOjcMgUA.jpg;Documental;7.143;1;6
La actriz asesina;2023 - 2023;Yasemin Derin, una famosa actriz de Turquía, lleva años con una vida secreta. La única persona que conoce su identidad secreta es su chófer, Ahmet. Esta segunda vida inesperada de Yasemin la lleva a una aventura llena de secretos.;https://image.tmdb.org/t/p/original/8OlnasRTNWVTLZtv7BjOzYPzcsz.jpg;Drama, Crimen;5.9;1;8
Alaska Daily;2022 - 2023;Una periodista estrella se muda a Alaska para comenzar de nuevo después de un paso en falso que acabó con su carrera, y encuentra la redención personal y profesional uniéndose a un periódico metropolitano diario en Anchorage.;https://image.tmdb.org/t/p/original/4Y0yAQh1zrMHooTmjsv9sI5IIL0.jpg;Drama, Crimen;7.2;1;11
Alba;2021 - 2021;Alba es una joven sin miedo. Sin embargo, tras volver a su pueblo por vacaciones, una prometedora noche de fiesta se tiñe de tragedia cuando un grupo de chicos la agrede sexualmente. Al día siguiente, se despierta desnuda en la playa. Un año antes, cuando dejó atrás su previsible vida, no podía imaginar que en la gran capital se reencontraría con Bruno, su vecino de siempre, y por el que jamás se había interesado. Lo que, separados por una simple calle, nunca sucedió, se hace posible en una ciudad de cuatro millones de habitantes. En un encuentro casual, tan improbable como mágico, Alba y Bruno se enamoran perdidamente. Nada podía separarles. Hasta esa noche fatídica. Inexplicablemente, tres de los cuatro agresores, son los mejores amigos de Bruno. Pero cuando Alba descubre la identidad del cuarto hombre, el final de la pesadilla es, en realidad, el principio.;https://image.tmdb.org/t/p/original/y3DKeKOhv7a2N7BzfxHPApTvzmr.jpg;Drama;7.0;1;13
Alias;2001 - 2006;Jennifer Garner es Sydney Bristow, una joven, inteligente y atlética agente secreta del gobierno que hace trabajos sucios para la SD-6, una rama secreta de la CIA con una única premisa: nadie debe conocer su identidad. Aparentemente Syd es una estudiante normal, nadie sabe que es una espía de la CIA. Pero el mundo de Sydney da un giro total cuando descubre que trabaja para el enemigo contra el que creía luchar. Ahora está enredada en un estilo de vida que le obliga a cuestionar la lealtad de todos, incluso de sus seres queridos.;https://image.tmdb.org/t/p/original/Dl3KIxWlSEvnXogNHxdXA4pbAk.jpg;Acción, Drama;6.8;5;105
Alice in Borderland;2020 - 2025;Un aficionado a los videojuegos y sus dos amigos se ven atrapados en una versión paralela de Tokio, donde deben competir en sádicos juegos para sobrevivir.;https://image.tmdb.org/t/p/original/xcOnCOpwe86Deau7P1VQNe0X6cg.jpg;Misterio, Drama, Acción;8.1;3;22
Alien: Planeta Tierra;2025 - 2025;Cuando una misteriosa nave se estrella contra la Tierra, una joven y un variopinto grupo de soldados tácticos hacen un fatídico hallazgo que los pone cara a cara con la mayor amenaza del planeta. El equipo de rescate busca supervivientes entre los restos de la colisión y se topa con una forma de vida depredadora que levanta más misterios y miedos de los que cabría imaginarse. Debido a esta nueva amenaza, el equipo deberá luchar por sobrevivir. Lo que decidan hacer con este descubrimiento podría cambiar el planeta Tierra tal y como lo conocen.;https://image.tmdb.org/t/p/original/8IIPZe4V2xNYFWY7lBY6GpN2L8O.jpg;Ciencia ficción, Drama, Terror;7.324;1;8
All American;2018 - 2025;Cuando un prometedor jugador de fútbol americano recibe una oferta para jugar en el Beverly Hills High, las victorias, las derrotas y las dificultades de dos familias de mundos muy diferentes, Crenshaw y Beverly Hills, chocarán.;https://image.tmdb.org/t/p/original/c8FTtjQcQfqSI0McmVc1OOOf7Z7.jpg;Drama;8.113;8;121
Estamos muertos;2022 - 2022;Un grupo de estudiantes se da cuenta de que tienen que enfrentarse con las pocas existencias que tienen a una situación de crisis extrema. Estos quedan atrapados en el instituto donde estudian mientras que un virus zombie se propaga por todo el mundo.  La escuela está llena de infectados, pero nadie puede salir de allí. El gupo de amigos deberá hacer todo lo posible para sobrevivir y salir del colegio sanos y salvos cuando el apocalipsis zombie termine.;https://image.tmdb.org/t/p/original/8jClvC5U756Uhd8zDYek50ihO49.jpg;Acción, Drama, Ciencia ficción, Terror;8.278;2;12
La luz que no puedes ver;2023 - 2023;Al final de la II Guerra Mundial, las vidas de una chica francesa ciega y un soldado alemán se cruzan.;https://image.tmdb.org/t/p/original/vZI4hwKtephwXmMiN9sspMLXjLX.jpg;Drama;7.418;1;4
Todas las de la ley;2025 - 2025;Un grupo de abogadas especialistas en divorcios abandona un bufete dominado por hombres para abrir su propio y exitoso despacho. Brillantes, feroces y emocionalmente complejas, lidian con rupturas de alto riesgo, escándalos y lealtades cambiantes, tanto en los tribunales como en su círculo íntimo. En un mundo donde el dinero manda y el amor es un campo de batalla, estas mujeres no solo juegan, sino que cambian las reglas.;https://image.tmdb.org/t/p/original/cknig3ABB0NMVRjAnFrX6LUjw9M.jpg;Drama, Comedia;5.067;1;9
Allí abajo;2015 - 2019;La serie gira en torno a Iñaki, un vasco de cuarenta años que nunca ha salido del País Vasco. Vive con su madre, Maritxu, la clásica matriarca vasca, absorbente y dominante, que ve a Iñaki como un niño eterno incapaz de funcionar por su cuenta en la vida. El único intercambio afectivo que mantiene Iñaki es con sus amigos de toda la vida. En el bar que regenta Iñaki, heredado de su difunto padre, trabaja Nekane, una camarera que está locamente enamorada de él, pero que nunca se lo ha dicho.  Y mientras la vida de Iñaki transcurre plácidamente, un día se ve obligado a acompañar a su madre a Sevilla en un viaje del Imserso, un viaje para el que no está preparado. Para Iñaki, nada volverá a ser lo mismo una vez esté atrapado... allí abajo.;https://image.tmdb.org/t/p/original/rtEzdhLbVCbZROGeSE2NlkzZs6m.jpg;Comedia;6.296;5;69
Alta mar;2019 - 2020;En la década de 1940, una serie de muertes misteriosas a bordo de un transatlántico de lujo se mezcla con los secretos de dos hermanas tan diferentes como inseparables.;https://image.tmdb.org/t/p/original/8fKWzuR3o8NZQ3xuaGHI7QUKeho.jpg;Crimen, Drama;6.881;3;22
Altered Carbon;2018 - 2020;250 años después de su muerte, un prisionero vuelve a la vida en un nuevo cuerpo para resolver un asesinato y ganar así su libertad.;https://image.tmdb.org/t/p/original/nQKQ1W2NX6JUix8eh8IYkYdVwz8.jpg;Ciencia ficción, Drama;7.641;2;18
American Gods;2017 - 2021;"Un ex convicto recientemente liberado llamado Shadow conoce a un hombre misterioso que se hace llamar ""Wednesday"" y que sabe más de lo que parece sobre la vida y el pasado de Shadow.";https://image.tmdb.org/t/p/original/ApvwMWR9HAx9jhRoPhq6Xeci3It.jpg;Drama, Misterio, Ciencia ficción;7.085;3;26
American Horror Stories;2021 - 2024;Una serie de antología de episodios independientes que profundizan en los mitos, leyendas y tradiciones del terror.;https://image.tmdb.org/t/p/original/8b9FGJ9WhpkeGFOHYgKjPT5AXS6.jpg;Drama, Misterio, Ciencia ficción, Terror;7.774;3;24
American Horror Story;2011 - 2024;"American Horror Story es una serie antológica de televisión, creada y producida por Ryan Murphy y Brad Falchuk. Cada una de sus temporadas narra una trama independiente, ambientada en lugares diferentes y cerrando siempre la historia; donde muchos actores repiten, pero siempre interpretando personajes distintos.";https://image.tmdb.org/t/p/original/x2c3AvZeTyNehRZXabTojAxfDuR.jpg;Drama, Misterio, Ciencia ficción, Terror;8.1;12;132
American Odyssey;2015 - 2015;Tres familias se rompen cuando una mujer soldado abandonada, un abogado corporativo desilusionado y un activista político irrespetado se lanzan a la misma impactante conspiración militar internacional.;https://image.tmdb.org/t/p/original/zCkrtf8QWK09Udnnso6mqnIKniz.jpg;Drama;7.095;1;13
Érase una vez el Oeste;2025 - 2025;Una madre y su hijo huyen de su pasado y forman una nueva familia mientras se enfrentan a un duro panorama de libertad y crueldad en el viejo Oeste.;https://image.tmdb.org/t/p/original/38ekdiOvFe04uzZbpaCPO9QhFMk.jpg;Western, Drama, Acción;7.668;1;6
Love 101;2020 - 2021;Estos estudiantes buscan la amistad, el amor y el coraje para ser ellos mismos mientras hacen de celestinas entre su profesora y el entrenador de baloncesto.;https://image.tmdb.org/t/p/original/l6pLzAgUU2QpJ6KlsReqSqwWnfa.jpg;Comedia, Drama;7.753;2;16
Anclados;2015 - 2015;"Una multa millonaria recae sobre el buque Ancla II porque, años atrás y fruto de un torpe accidente en Mallorca, provocó el vuelco del Bribón con la Familia Real dentro. Este es el punto de partida de la serie que mostrará el día a día de su tripulación y turistas.  Gabriel, el capitán del Ancla II, es un inmaduro al que le es imposible ser fiel por culpa de su diagnosticada adicción al sexo. Su peor pesadilla se convertirá en realidad cuando su ex pareja, Margarita ""Marga"" Santaella, entre a trabajar en el barco como nueva directora. Rígida, controladora, mordaz y muy exigente, llega a ocupar el puesto de su hermano, Mariano Santaella, un tipo con grandes ínfulas que en realidad es tan inepto, torpe y mentiroso que su propio padre, dueño de la compañía naviera, le ha relegado a un puesto irrelevante que él mismo ha bautizado como Supervising Jefe. Palmira, será la veterana limpiadora del barco, una señora deslenguada y mordaz que lleva más años trabajando en el crucero que sus propios jefes y que no se baja los pantalones ante nadie.";https://image.tmdb.org/t/p/original/ea7qFFjlKD2VV79SFJ8o5jfm7Xj.jpg;Comedia;5.8;1;8
And Just Like That…;2021 - 2025;"Esta nueva entrega de ""Sexo en Nueva York"" sigue a Carrie, Miranda y Charlotte en su viaje desde la complicada realidad de la vida y la amistad a los 30 años, hasta la aún más complicada realidad de la vida y la amistad a los 50 años.";https://image.tmdb.org/t/p/original/qnZSQ20bhyaSJ83y0qaw61lv8Ef.jpg;Comedia, Drama;7.254;3;33
Ángela;1998 - 1999;78 capitulos. La historia de una hermosa maestra de escuela, cuya única familia es su madre y que tras su muerte, jura vengar su largo sufrimiento a toda costa;https://image.tmdb.org/t/p/original/Ha9sEyjogHIz8ZdQO8gSIvsx6q.jpg;Telenovela, Drama;7.526;1;78
Animal Kingdom;2016 - 2022;La serie se centra en una familia de criminales mientras se enfrentan a la policía. Sus vidas quedan atrapadas en medio de esta lucha y se ven en la obligación de tomar bandos.;https://image.tmdb.org/t/p/original/rzvdKrnSRKPFI0pgqMQknDPpRC9.jpg;Crimen, Drama;7.744;6;75
Animal Kingdom;2016 - 2022;La serie se centra en una familia de criminales mientras se enfrentan a la policía. Sus vidas quedan atrapadas en medio de esta lucha y se ven en la obligación de tomar bandos.;https://image.tmdb.org/t/p/original/rzvdKrnSRKPFI0pgqMQknDPpRC9.jpg;Crimen, Drama;7.744;6;75
Anne with an E;2017 - 2019;Anne Shirley es una niña huérfana que vive en un pequeño pueblo llamado Avonlea que pertenece a la Isla del Príncipe Eduardo, en el año 1890. Después de una infancia difícil, donde fue pasando de orfanato a hogares de acogida, es enviada por error a vivir con una solterona y su hermano. Cuando cumple 13 años, Anne va a conseguir transformar su vida y el pequeño pueblo donde vive gracias a su fuerte personalidad, intelecto e imaginación.;https://image.tmdb.org/t/p/original/6P6tXhjT5tK3qOXzxF9OMLlG7iz.jpg;Drama, Familia;8.7;3;27
Otra vida;2019 - 2021;La astronauta Niko Breckinridge y su tripulación siguen el rastro de un objeto alienígena impenetrable. Nadie imagina lo que esconde la cinta de Moebius.;https://image.tmdb.org/t/p/original/9DfnxpUOwu6uxYwrcX8DwOmrrKU.jpg;Ciencia ficción, Drama;6.067;2;20
Mi otra yo;2022 - 2024;Tres amigas llegan a un pueblo costero, donde se conectan con su lado espiritual y, sin imaginarlo, enfrentan traumas familiares del pasado.;https://image.tmdb.org/t/p/original/p2UqCeIEdDqq0MTR8HwGEfZfu6J.jpg;Drama;7.8;3;24
